NDVI,EVI,SAVI,NDWI,ELEV,SLOPE,ASPECT,B2,B3,B4,B8,NDVI_mean_3x3,NDVI_std_3x3,NIR_mean_3x3,NIR_std_3x3,Status,longitude,latitude
0.8064985,0.6942266653958333,0.5878373433541855,-0.6923722,14,3.3478682,33.883617,0.04068,0.074825,0.04205,0.4212,0.80527174,0.024341714675974676,0.42174444,0.0206759710608598,1,79.97076645393636,6.918959065581173
0.64659005,0.47151296938255643,0.4154021556431153,-0.58417517,9,5.8498774,341.43893,0.05114,0.078833334,0.06333666,0.32075,0.6614167,0.011822406939668104,0.32621592,0.004518276780259912,1,79.96402908930547,6.922103169075591
0.6904071,0.5057417954624701,0.4407481959344747,-0.6062861,7,4.9871264,21.946138,0.0491,0.0735,0.0563,0.3193,0.68634313,0.02341273058818945,0.3174,0.010617596797933036,1,79.96259178485089,6.9176115926549935
0.61422646,0.4012530872591187,0.3633989479834079,-0.547616,8,2.0851572,243.60162,0.05185,0.07485,0.0594,0.27109998,0.6350225,0.01843907783264996,0.28398147,0.007801316375091735,1,79.97615634564109,6.909257260512682
0.6856924,0.46350199285353805,0.4095511408549577,-0.58507603,5,2.076067,206.73247,0.0477,0.0753,0.0514,0.2886,0.68645644,0.010715746496514885,0.2909037,0.009358310112160076,1,79.97822247079456,6.909526755097917
0.70123225,0.49816675976418984,0.43919735776031876,-0.6003346,9,3.8447108,256.06177,0.0521,0.07295,0.053783335,0.3072,0.6843003,0.021751805669485858,0.30279446,0.020747982725929648,1,79.9777733131525,6.911053891080921
0.8560679,0.8032274166952819,0.6569418389055053,-0.73350537,7,2.7802885,180.0,0.043133333,0.0751,0.038875,0.4906,0.83788455,0.017809071392801645,0.46446666,0.0233156121347354,1,79.96465791000435,6.908538608285386
0.80210024,0.6785191194897126,0.5780456824594706,-0.6936947,6,2.076067,153.26753,0.0454,0.074766666,0.045933332,0.4208,0.8143246,0.017319459806760536,0.43438148,0.022335148055264886,1,79.95612391480522,6.909526755097917
0.5897862,0.41550270280288737,0.3734854736676036,-0.5504841,5,4.1648545,63.601955,0.05405,0.080675,0.065,0.2859,0.5983915,0.029808459595562806,0.28534666,0.010171505976876672,1,79.95971717594169,6.916174288200402
0.62808555,0.4077328626750695,0.3544975880390395,-0.55153745,5,0.93420815,270.0,0.05145,0.07373333,0.0595,0.2706,0.6305244,0.011352820777737598,0.2750611,0.003952903722895328,1,79.95783071384504,6.916892940427697
0.6850349,0.4509333561030342,0.39262099465767053,-0.5931949,3,1.3162577,314.79065,0.04795,0.0679,0.049000002,0.275,0.687434,0.012153797499073651,0.2720389,0.007800388535672837,1,79.96007650205534,6.918420076410701
0.7183099,0.5682252435414052,0.49452517692150005,-0.6309668,14,6.2335906,116.39807,0.051233333,0.0818,0.05566,0.3562,0.6710952,0.04564859434629199,0.31221557,0.0283409497201871,1,79.98109707970374,6.915545467501518
0.73219293,0.5529590435401777,0.4733319777603878,-0.6183478,6,2.0760715,153.26729,0.0484,0.0748,0.0493,0.3244,0.7438164,0.027957378705090498,0.3251185,0.022594591863373575,1,79.98100724817533,6.914557320688987
